video,width,height,question,answer,qid
5,640,360,what is a woman boiling in the water,finger,124
5,640,360,who is boiling okra in a pot,someone,125
5,640,360,what is a woman boiling finger in,water,126
5,640,360,who is cooking okra in a pan,someone,127
5,640,360,what is a woman adding vegetables to,pot,128
5,640,360,who is boiling chile peppers,person,129
5,640,360,who is boiling okra,woman,130
5,640,360,who is boiling peppers,woman,131
5,640,360,what is someone boiling okra in,pot,132
5,640,360,who is boiling some peppers,someone,133
5,640,360,who is boiling some vegetables,woman,134
5,640,360,what is cooking in boiling water,okra,135
5,640,360,what is someone boiling in a pot,okra,136
5,640,360,what is someone cooking in a pan,okra,137
5,640,360,what is the woman boiling,okra,138
5,640,360,what is a person boiling,chile,139
5,640,360,what is a woman puts four okra in a pan of doing,boil,140
5,640,360,what is a woman doing,boil,141
5,640,360,what is a person doing,boil,142
5,640,360,what is someone doing,cook,143
5,640,360,what is okra doing,cook,144
5,640,360,what is the woman doing,boil,145
5,640,360,what is a woman dumps vegetables into doing,boil,146
5,640,360,what is ocra doing,boil,147
6,854,480,who is sitting in a room playing a piano by lamp light,boy,148
6,854,480,what is a boy sitting in playing a piano by lamp light,room,149
6,854,480,what is a boy seated in a room playing,piano,150
6,854,480,who practiced the piano,boy,151
6,854,480,who is sitting on a piano,youngster,152
6,854,480,who practiced his piano,boy,153
6,854,480,who is playing piano,boy,154
6,854,480,who plays a piano,boy,155
6,854,480,who plays the piano,boy,156
6,854,480,who is playing a piano,boy,157
6,854,480,who is playing the piano,boy,158
6,854,480,what is a youngster sitting on,piano,159
6,854,480,what is a young boy playing,piano,160
6,854,480,what does a boy play,piano,161
6,854,480,what is a kid playing,piano,162
6,854,480,what is the boy playing,piano,163
6,854,480,what did the boy practice,piano,164
6,854,480,what is a boy doing,play,165
6,854,480,what is a boy doing,sit,166
6,854,480,what is a boy seated in a room doing,play,167
6,854,480,what is a kid doing,play,168
6,854,480,what is a young boy doing,play,169
6,854,480,what is a youngster doing,sit,170
6,854,480,what is the boy doing,play,171
10,400,300,who pushes off the side of pool underwater,swimmer,172
10,400,300,who pushes off from the side of the pool,girl,173
10,400,300,who glides underwater after pushing off from the wall at one end of the pool,woman,174
10,400,300,who is swimming in the swimming pool,woman,175
10,400,300,who pushes off the wall,swimmer,176
10,400,300,what does a swimmer push off,wall,177
10,400,300,who is swimming under water,woman,178
10,400,300,what is a young woman swimming under,water,179
10,400,300,what is the woman swimming under,water,180
10,400,300,who swims,swimmer,181
10,400,300,who is swimming underwater,woman,182
10,400,300,who swims underwater,girl,183
10,400,300,who is swimming,woman,184
10,400,300,what is a girl doing,kick,185
10,400,300,what is a woman glides underwater after doing,push,186
10,400,300,what is a woman doing,swim,187
10,400,300,what is a young woman doing,swim,188
10,400,300,what is the woman doing,swim,189
11,320,240,what walks around a cage while the another sits,dog,190
11,320,240,what does one dog walk around while the another sits,cage,191
11,320,240,how many dogs are standing in a cage,two,192
11,320,240,how many dogs were in the pen,two,193
11,320,240,how many dogs watch from a cage,two,194
11,320,240,what did the dog and puppy wait in,pen,195
11,320,240,how many dogs are in a cage,two,196
11,320,240,what are a puppy and dog standing in,cage,197
11,320,240,what do a dog and a puppy sit in,cage,198
11,320,240,what are a dog and a puppy standing in,basket,199
11,320,240,what are a large dog and a small dog in together,cage,200
11,320,240,what are a dog and a puppy in,cage,201
11,320,240,what are a dog and puppy in,cage,202
11,320,240,what do two dogs watch from,cage,203
11,320,240,what are two dogs standing in,cage,204
11,320,240,what were the two dogs in,pen,205
11,320,240,what are two dogs in,cage,206
11,320,240,what is a baby husky doing,stand,207
11,320,240,what are a dog and a puppy doing,stand,208
11,320,240,what are a puppy and dog doing,stand,209
11,320,240,what are two dogs doing,stand,210
12,320,240,who played the flute,lady,211
12,320,240,who is playing flute,woman,212
12,320,240,who plays a flute,woman,213
12,320,240,who plays the flute,woman,214
12,320,240,who is playing a flue,woman,215
12,320,240,who is playing a flute,person,216
12,320,240,who is playing the flute,person,217
12,320,240,who is playing an instrument,girl,218
12,320,240,what did the lady play,flute,219
12,320,240,what did the man play,flute,220
12,320,240,what does a woman play,flute,221
12,320,240,what is a person playing,flute,222
12,320,240,what is a woman playing,flue,223
12,320,240,what is the woman playing,flute,224
12,320,240,what is a girl playing,instrument,225
12,320,240,what is played,flute,226
12,320,240,what is a girl doing,play,227
12,320,240,what is a person doing,play,228
12,320,240,what is a woman doing,play,229
12,320,240,what is the woman doing,play,230
13,320,240,who does exercises on a floor mat,woman,231
13,320,240,who is doing exercises on the floor,woman,232
13,320,240,who is doing exercise in the room,woman,233
13,320,240,who did exercises on a mat,lady,234
13,320,240,what is a woman doing in the room,exercise,235
13,320,240,what is a woman doing exercises on,floor,236
13,320,240,what is a woman doing exercise in,room,237
13,320,240,who exercised on a mat,girl,238
13,320,240,who is performing some floor exercises,woman,239
13,320,240,who is exercising on the floor,woman,240
13,320,240,who is doing exercises,woman,241
13,320,240,what did the girl exercise on,mat,242
13,320,240,what is a woman exercising on,floor,243
13,320,240,what is a woman performing,floor,244
13,320,240,who is working out,woman,245
13,320,240,who is exercising,girl,246
13,320,240,what is a woman doing,demonstrate,247
13,320,240,what is a girl doing,exercise,248
13,320,240,what is a woman doing,lay,249
13,320,240,what is a woman doing,perform,250
13,320,240,what is a woman doing,work,251
13,320,240,what is a woman doing,lie,252
13,320,240,what is the woman doing,exercise,253
14,320,240,who is pushing a boy into a chair,man,254
14,320,240,who is throwing a child into a chair,man,255
14,320,240,who tossed a woman into a chair,man,256
14,320,240,who did a man toss into a chair,woman,257
14,320,240,who threw the boy into a chair,man,258
14,320,240,who throws a boy into a chair by his arm,man,259
14,320,240,who throws a kid into a chair,man,260
14,320,240,who did the man throw into a chair,boy,261
14,320,240,who does a man throw into a chair,kid,262
14,320,240,what did a man toss a woman into,chair,263
14,320,240,who is a man throwing into a chair,child,264
14,320,240,who is a man pushing into a chair,boy,265
14,320,240,who is pushing a woman to chair,man,266
14,320,240,what did the man throw the boy into,chair,267
14,320,240,what does a man throw a kid into,chair,268
14,320,240,who threw a boy into a chair,man,269
14,320,240,who does a man throw into a chair by his arm,boy,270
14,320,240,what shifts to a woman and a sleeping bearded man,scene,271
14,320,240,what is a man pushing a boy into,chair,272
14,320,240,what is a man throwing a child into,chair,273
14,320,240,who is a man pushing to chair,woman,274
14,320,240,what does a man throw a boy into by his arm,chair,275
14,320,240,what did the man throw a boy into,chair,276
14,320,240,who are the man and woman yelling at,boy,277
14,320,240,who grabbed a boy,man,278
14,320,240,what does a man throw a boy into a chair by,arm,279
14,320,240,who grabs a boy,man,280
14,320,240,who knocks a boy down,man,281
14,320,240,who did the man grab,boy,282
14,320,240,who a man grabs,boy,283
14,320,240,who beats his kid,dad,284
14,320,240,who does a man knock down,boy,285
14,320,240,who is getting thrown down,boy,286
14,320,240,who does a dad beat,kid,287
14,320,240,what are a man and woman doing,yell,288
14,320,240,what is a man doing,push,289
14,320,240,what is a man doing,throw,290
14,320,240,what are people doing,talk,291
14,320,240,what are the man and woman doing,yell,292
15,640,360,who is pouring oil and seasoning into a bowl of cut up vegetables,woman,293
15,640,360,who poured ingredients into the vegetable mixture,lady,294
15,640,360,who is adding all ingredient into the bowl,woman,295
15,640,360,who added oil and seasoning to the vegetables,lady,296
15,640,360,who puts various ingredients into a bowl,woman,297
15,640,360,who is pouring ingredients into a bowl,woman,298
15,640,360,what is a woman pouring into a bowl of cut up vegetables,seasoning,299
15,640,360,who is adding ingredients into a bowl,woman,300
15,640,360,who is putting ingredients into a bowl,woman,301
15,640,360,who is adding ingredients to a bowl,woman,302
15,640,360,who is mixing ingredients in a bowl,person,303
15,640,360,who is putting ingredients in a bowl,woman,304
15,640,360,who is mixing food in a bowl,woman,305
15,640,360,what does a woman put various ingredients into,bowl,306
15,640,360,what is a woman adding all ingredient into,bowl,307
15,640,360,what did the lady add to the vegetables,seasoning,308
15,640,360,what is a woman adding into the bowl,ingredient,309
15,640,360,what is a woman mixing in a bowl,food,310
15,640,360,what is a woman pouring ingredients into,bowl,311
15,640,360,what is a woman adding ingredients into,bowl,312
15,640,360,what is a woman putting ingredients into,bowl,313
15,640,360,what is a person mixing ingredients in,bowl,314
15,640,360,what is a woman adding ingredients to,bowl,315
15,640,360,what is a woman putting ingredients in,bowl,316
15,640,360,who mixes food in a bowl,woman,317
15,640,360,what is a woman mixing food in,bowl,318
15,640,360,who seasons a vegetable mixture,woman,319
15,640,360,who is mixing ingrediants,woman,320
15,640,360,what does a woman mix in a bowl,food,321
15,640,360,who is seasoning the mixture,woman,322
15,640,360,who is preparing some food,woman,323
15,640,360,what does a woman mix food in,bowl,324
15,640,360,what a woman seasons,mixture,325
15,640,360,what is the woman seasoning,mixture,326
15,640,360,what is a woman preparing,food,327
15,640,360,what is a person doing,mix,328
15,640,360,what is a woman doing,pmy,329
15,640,360,what is a woman doing,prepare,330
15,640,360,what is a woman doing,put,331
15,640,360,what is the woman doing,season,332
16,640,360,who is slicing a cucumber with a large knife,woman,333
16,640,360,who is cutting a cucumber with a knife,woman,334
16,640,360,who is slicing a cucumber into pieces,woman,335
16,640,360,what is a woman slicing with a large knife,cucumber,336
16,640,360,what is a woman cutting a cucumber with,knife,337
16,640,360,what is a woman cutting with a knife,cucumber,338
16,640,360,what is a woman slicing into pieces,cucumber,339
16,640,360,who sliced the cucumber,lady,340
16,640,360,who is slicing cucumbers,woman,341
16,640,360,who is slicing cucumber,woman,342
16,640,360,who slices a cucumber,woman,343
16,640,360,who cut up a cucumber,lady,344
16,640,360,who is cutting cucumber,woman,345
16,640,360,who is slicing a vegtable,someone,346
16,640,360,who is cutting a cucumber,woman,347
16,640,360,who cuts vegetables,woman,348
16,640,360,what did the lady slice,cucumber,349
16,640,360,what did the lady cut up,cucumber,350
16,640,360,what is a woman slicing,cucumber,351
16,640,360,what does a woman slice,cucumber,352
16,640,360,what is someone cutting,cucumber,353
16,640,360,what is a woman cutting,cucumber,354
16,640,360,what is a woman doing,slouse,355
16,640,360,what is a woman doing,cut,356
16,640,360,what is someone doing,cut,357
16,640,360,what is the woman doing,slouse,358
17,640,360,who is slicing a cucumber into half moon shape,man,359
17,640,360,who is slicing a cucumber into small pieces with a knife,someone,360
17,640,360,who cuts a cucumber with skin into two,man,361
17,640,360,who is slicing cucumber with a knife,man,362
17,640,360,what is someone slicing a cucumber into small pieces with,knife,363
17,640,360,what is someone slicing into small pieces with a knife,cucumber,364
17,640,360,what is a man slicing into half moon shape,cucumber,365
17,640,360,what is a man slicing with a knife,cucumber,366
17,640,360,what does a man cut a cucumber with into two,skin,367
17,640,360,what is a man slicing cucumber with,knife,368
17,640,360,what does a man cut with skin into two,cucumber,369
17,640,360,who is slicing cucumbers,man,370
17,640,360,who sliced up a cucumber,someone,371
17,640,360,who cut up a cucumber,someone,372
17,640,360,who is slicing a cucumber,man,373
17,640,360,who is a cutting cucumber,man,374
17,640,360,who thereafter slices a cucumber finely,man,375
17,640,360,what did someone slice up,cucumber,376
17,640,360,what did someone cut up,cucumber,377
17,640,360,what does a man thereafter slice finely,cucumber,378
17,640,360,what is a man slicing,cucumber,379
17,640,360,what is a man,cucumber,380
17,640,360,what is being sliced,cucumber,381
17,640,360,who slices,person,382
17,640,360,who cuts,person,383
17,640,360,what is a man is a doing,cut,384
17,640,360,what is a man doing,slouse,385
17,640,360,what is someone doing,slouse,386
17,640,360,what is the man doing,slouse,387
18,640,360,who sliced a cucumber or a zucchini into small pieces,someone,388
18,640,360,who cuts a piece of zucchini in half,man,389
18,640,360,who is slicing cucumber with a knife,person,390
18,640,360,who cuts up a piece of cucumber,person,391
18,640,360,who is slicing a cucumber into pieces,person,392
18,640,360,who slices a piece of zucchini in half thinly,man,393
18,640,360,what is a person slicing with a knife,cucumber,394
18,640,360,what does a person cut up a piece of,cucumber,395
18,640,360,what is a person slicing cucumber with,knife,396
18,640,360,what is a person slicing into pieces,cucumber,397
18,640,360,who sliced a cucumber,lady,398
18,640,360,who sliced the cucumber,lady,399
18,640,360,who is slicing cucumbers,person,400
18,640,360,who is slicing cucumber,man,401
18,640,360,who is slicing a cucumber,person,402
18,640,360,who cuts up vegetables,woman,403
18,640,360,who is slicing a vegetable,chef,404
18,640,360,who is slicing fruit,someone,405
18,640,360,who is cutting a vegetable,woman,406
18,640,360,what did the lady slice,cucumber,407
18,640,360,what is someone slicing,fruit,408
18,640,360,what is a man slicing,cucumber,409
18,640,360,what is a woman slicing,cucumber,410
18,640,360,what is a woman doing,cut,411
18,640,360,what is a person doing,slouse,412
18,640,360,what is a chef doing,slouse,413
18,640,360,what is a wo  man doing,slouse,414
18,640,360,what is a man doing,slouse,415
18,640,360,what is someone doing,slouse,416
18,640,360,what is the man doing,slouse,417
19,640,360,who poured eggs into a hot frying pan,lady,418
19,640,360,who pours a beaten egg mixture into a hot swirls the pan to spread it evenly,woman,419
19,640,360,who is scrambling eggs in a square shaped frying pan,man,420
19,640,360,who pours a beaten egg mixture into a hot pan,woman,421
19,640,360,who poured the eggs into the frying pan,lady,422
19,640,360,who is pouring an egg mixture into a frying pan,woman,423
19,640,360,who is pouring a yellow mixture on a frying pan,woman,424
19,640,360,who pours eggs into a square pan,woman,425
19,640,360,who pours a mixture into a pan,woman,426
19,640,360,what did the lady pour the eggs into pan,frying,427
19,640,360,what is a woman pouring an egg mixture into pan,frying,428
19,640,360,who is putting eggs into a pan,woman,429
19,640,360,what does a woman pour eggs into pan,square,430
19,640,360,who is pouring scrambled eggs into a pan,woman,431
19,640,360,what is a woman pouring a yellow mixture on pan,frying,432
19,640,360,who is cooking eggs in a pan,woman,433
19,640,360,what is a woman pouring into a frying pan,mixture,434
19,640,360,what is a woman pouring on a frying pan,mixture,435
19,640,360,what does a woman pour into a pan,mixture,436
19,640,360,who is frying scrambled eggs,woman,437
19,640,360,who is cooking scrambled eggs,woman,438
19,640,360,who is cooking some egg dish,woman,439
19,640,360,who is cooking eggs,woman,440
19,640,360,who scrambled eggs,woman,441
19,640,360,what is a woman doing,cook,442
19,640,360,what is a woman doing,fry,443
19,640,360,what is a woman doing,pmy,444
19,640,360,what is a woman doing,put,445
19,640,360,what is someone doing,use,446
19,640,360,what is the woman doing,cook,447
20,640,360,what removes pieces of a yellow vegetable or fruit and chicken pieces from a pan of boiling liquid,someone,448
20,640,360,who is moving food from boiling pots to a grill,person,449
20,640,360,who removes pumpkin wedges and chicken pieces after frying them in a pan,woman,450
20,640,360,who is removing food from a pot of oil,woman,451
20,640,360,who cooked vegetables and chicken in hot oil,lady,452
20,640,360,who removes pieces of food from a pot of hot oil,person,453
20,640,360,who places pumpkin wedges and chicken pieces on a wire rack,woman,454
20,640,360,who removes fried foods from a pot,chef,455
20,640,360,what does a person remove from a pot of hot oil,food,456
20,640,360,who takes meat and vegetables out of a pot,person,457
20,640,360,who is taking a piece of fried squash and then a piece of fried meat out of a wok,person,458
20,640,360,what does a chef remove fried foods from,pot,459
20,640,360,what is a person moving from boiling pots to a grill,food,460
20,640,360,what is a woman removing from a pot of oil,food,461
20,640,360,what does a person remove pieces of from a pot of hot oil,food,462
20,640,360,what do the lady cook in hot oil,chicken,463
20,640,360,what do the lady cook vegetables and chicken in,oil,464
20,640,360,what does a person take out of a pot,meat,465
20,640,360,who is frying pumpkins,man,466
20,640,360,who is frying vegetables,someone,467
20,640,360,who is frying food,person,468
20,640,360,who is frying something,someone,469
20,640,360,what are vegetables placed on,skewer,470
20,640,360,what is someone frying,food,471
20,640,360,what is a person frying,food,472
20,640,360,what is a man doing,fry,473
20,640,360,what is a person doing,fry,474
20,640,360,what is a person doing,move,475
20,640,360,what is a woman removes pumpkin wedges and chicken pieces after doing,fry,476
20,640,360,what is someone doing,fry,477
20,640,360,what is someone removes pieces of a yellow vegetable or fruit and chicken pieces from a pan of doing,boil,478
20,640,360,what is the woman doing,fry,479
21,640,360,who molds sushi rice with plastic wrap,woman,480
21,640,360,who puts some rice onto a plate of vegetables,woman,481
21,640,360,who is covering steamed rice in spices,woman,482
21,640,360,who is prepared rice in the shape of triangles,woman,483
21,640,360,who is seasoning steamed rice in spices,woman,484
21,640,360,who is forming rice into a ball,woman,485
21,640,360,who is placing rice in wrap,woman,486
21,640,360,what does a woman put onto a plate of vegetables,rice,487
21,640,360,who is pressing steamed rice in spices,woman,488
21,640,360,what is a woman prepared in the shape of triangles,rice,489
21,640,360,what is a woman forming into a ball,rice,490
21,640,360,what did the lady mold the rice in for dipping,hand,491
21,640,360,what is a woman forming rice into,ball,492
21,640,360,who prepares food in a kitchen,woman,493
21,640,360,who is wrapping rice in paper,woman,494
21,640,360,what is a woman placing in wrap,rice,495
21,640,360,who is shaping rice,woman,496
21,640,360,what is a woman placing rice in,wrap,497
21,640,360,what does a woman prepare in a kitchen,food,498
21,640,360,who is forming a rice ball,woman,499
21,640,360,who is making sushi,woman,500
21,640,360,who makes a rice ball,woman,501
21,640,360,who is preparing some food,woman,502
21,640,360,what does a woman prepare food in,kitchen,503
21,640,360,what is a woman wrapping rice in,paper,504
21,640,360,what is a woman wrapping in paper,rice,505
21,640,360,what is the woman shaping,rice,506
21,640,360,who shapes a ball of rice by squeezing it in plastic wrap and she then coats the rice with seasoning,woman,507
21,640,360,what is a woman forming,rice,508
21,640,360,what is a woman preparing,food,509
21,640,360,what does a woman make,rice,510
21,640,360,what is a woman making,sushi,511
21,640,360,what is a woman doing,cover,512
21,640,360,what is a woman doing,form,513
21,640,360,what is a woman doing,place,514
21,640,360,what is a woman doing,prepare,515
21,640,360,what is a woman doing,wrap,516
21,640,360,what is a woman shapes a ball of rice by doing,squeeze,517
21,640,360,what is the lady formed a rice cake in her hands before doing,roll,518
21,640,360,what is the lady molded the rice in her hand for doing,dip,519
21,640,360,what is the woman doing,shape,520
22,640,360,what are sesame seed eyes added to a sausage cut to look like,octopu,521
22,640,360,what are added to a sausage cut to look like an octopus,sesame,522
22,640,360,who is making a hot dog piece look like an octopus,person,523
22,640,360,who made the sushi look like an octopus,someone,524
22,640,360,who is decorating a cut piece of sausage with eyes,someone,525
22,640,360,what did someone make look like an octopus,sushi,526
22,640,360,who is preparing a plate of food,woman,527
22,640,360,what did someone make the sushi look like,octopu,528
22,640,360,who is arranging food on a dish,person,529
22,640,360,what is someone decorating a cut piece of with eyes,sausage,530
22,640,360,what do the lady made the sushi look like,octopu,531
22,640,360,what is a woman preparing a plate of,food,532
22,640,360,what is a person arranging on a dish,food,533
22,640,360,what is a person arranging food on,dish,534
22,640,360,who is decorating food on a plate,someone,535
22,640,360,who prepares a sushi tray,woman,536
22,640,360,who is garnishing vegetables,woman,537
22,640,360,who is arranging some food,woman,538
22,640,360,who arranges a food dish,woman,539
22,640,360,who is arranging sushi,man,540
22,640,360,who cuts a squid,woman,541
22,640,360,who is decorating food,woman,542
22,640,360,what is someone decorating food on,plate,543
22,640,360,who is decorating some food,woman,544
22,640,360,what is someone decorating on a plate,food,545
22,640,360,who is preparing food,woman,546
22,640,360,what is a woman arranging,food,547
22,640,360,what is a woman decorating,food,548
22,640,360,what does a woman arrange,food,549
22,640,360,what does a woman prepare,sushi,550
22,640,360,what is a man arranging,sushi,551
22,640,360,what does a woman cut,squid,552
22,640,360,what is a man doing,arrange,553
22,640,360,what is a person doing,arrange,554
22,640,360,what is a woman doing,decorate,555
22,640,360,what is a woman doing,prepare,556
22,640,360,what is someone doing,decorate,557
22,640,360,what is the woman doing,garnish,558
23,640,360,who is slicing a carrot into small pieces with a knife,woman,559
23,640,360,who is shown slicing a carrot into small pieces,woman,560
23,640,360,who is cutting a carrot into thin pieces,lady,561
23,640,360,who makes perpendicular cuts at one end of a carrot,woman,562
23,640,360,who is cutting vegetables into quarter moons,woman,563
23,640,360,what is a woman slicing a carrot into small pieces with,knife,564
23,640,360,what is a woman slicing into small pieces with a knife,carrot,565
23,640,360,what is an oriental lady cutting into thin pieces,carrot,566
23,640,360,who cuts a carrot with a knife,woman,567
23,640,360,what does a woman make at one end of a carrot,perpendicular,568
23,640,360,what does a woman cut a carrot with,knife,569
23,640,360,what does a woman cut with a knife,carrot,570
23,640,360,what is a woman cutting vegetables into,quarter,571
23,640,360,who is chopping a carrot,woman,572
23,640,360,who is slicing a carrot,woman,573
23,640,360,who is chopping up a carrot,lady,574
23,640,360,who is cutting a carrot,woman,575
23,640,360,what is a lady chopping up,carrot,576
23,640,360,what is a woman chopping,carrot,577
23,640,360,what is a woman slicing,carrot,578
23,640,360,what is a woman cutting,carrot,579
23,640,360,what is the woman cutting,carrot,580
23,640,360,what is being chopped,carrot,581
23,640,360,what is an oriental lady doing,cut,582
23,640,360,what is a woman is shown doing,slouse,583
23,640,360,what is a woman doing,chop,584
23,640,360,what is a woman makes perpendicular cuts at one end of a carrot and thereafter doing,slouse,585
23,640,360,what is the woman doing,cut,586
23,640,360,what is a lady doing,chop,587
24,640,360,who slices a carrot into quarter moon shaped pieces,woman,588
24,640,360,what does a woman slice into quarter moon shaped pieces,carrot,589
24,640,360,who is slicing a carrot into pieces,woman,590
24,640,360,who cut a carrot into quarter slices,someone,591
24,640,360,who cut the carrot into quarters,lady,592
24,640,360,what is a woman slicing into pieces,carrot,593
24,640,360,what did someone cut into quarter slices,carrot,594
24,640,360,who is slicing carrot,woman,595
24,640,360,who is slicing carrots,person,596
24,640,360,what did the lady cut into quarters,carrot,597
24,640,360,what did someone cut a carrot into,quarter,598
24,640,360,who is dicing a carrot,chef,599
24,640,360,who is slicing a carrot,woman,600
24,640,360,who cuts up a carrot,woman,601
24,640,360,who is cutting a carrot,woman,602
24,640,360,who cuts carrots,cook,603
24,640,360,what is a chef dicing,carrot,604
24,640,360,what is a woman slicing,carrot,605
24,640,360,what does a woman cut up,carrot,606
24,640,360,what is a woman cutting,carrot,607
24,640,360,what is chopped up,carrot,608
24,640,360,what is a person doing,slouse,609
24,640,360,what is a woman doing,slouse,610
24,640,360,what is a chef doing,dice,611
